material_id,formula_pretty,is_fit,rms_A,a_A,b_A,c_A,volume_A3,band_gap,formation_energy_per_atom
mp-1100441,CrCuB,True,0.0,5.076452,5.076452,5.076452,130.82202047948962,0.0,0.26635272666666704
mp-1009593,CrCoTe,True,0.0,5.882020000000001,5.882020000000001,5.882020000000001,203.5070648504985,0.0,-0.050198278888888004
mp-604453,CeBiPd,True,0.0,6.86743564,6.86743564,6.86743564,323.87974898585384,0.0,-1.028045071666667
mp-30389,HoPbAu,True,0.0,6.763714436394459,6.763714436394459,6.763714436394459,309.4252783409116,0.0,-0.6630258750000001
mp-961656,VFeTe,True,0.0,5.833012,5.833012,5.833012,198.4625693995239,0.0,-0.21830708888888803
mp-1100425,LiCdSb,True,0.0,6.469752,6.469752,6.469752,270.8088796841773,0.0,-0.27010311111111
mp-2894,ScSnAu,True,0.0,6.471973597179354,6.471973597179354,6.471973597179354,271.0879482737989,0.12249999999999901,-0.8532462150000031
mp-631538,NiBiB,True,0.0,5.819427999999999,5.819427999999999,5.819427999999999,197.07924867404543,0.0,0.8649875759027781
mp-962064,NaYSn,True,0.0,7.28217,7.28217,7.28217,386.1734744365943,0.101799999999999,0.009947487873563001
mp-631299,NbCrCo,True,0.0,5.84066,5.84066,5.84066,199.24424071999948,0.0,0.83372563
mp-30847,TiSnPt,True,0.0,6.192660662974627,6.192660662974627,6.192660662974627,237.4826291640385,0.7908000000000001,-0.938612322222217
mp-568983,MnSbRh,True,0.0,6.029494,6.029494,6.029494,219.20103578536165,0.0,-0.17513378763793702
mp-631383,MnCrRe,True,0.0,5.738507999999999,5.738507999999999,5.738507999999999,188.97178887190066,0.0,0.7117488023563201
mp-1018119,VCoSn,True,0.0,5.938098,5.938098,5.938098,209.3833202372226,0.0,0.46505134166666506
mp-568269,TmNiBi,True,0.0,6.377852038019047,6.377852038019047,6.377852038019047,259.43186578611386,0.149099999999999,-0.650753763333339
mp-10624,USbRh,True,0.0,6.56215361464784,6.56215361464784,6.56215361464784,282.5785406608595,0.0,-0.577150163333327
mp-631458,CaReBi,True,0.0,6.756685999999999,6.756685999999999,6.756685999999999,308.46167315145044,0.0,0.6631916624999881
mp-631495,BaYSc,True,3.411152226078928e-17,8.016902,8.016902,8.016902,515.2520450910189,0.0,0.8405989183333331
mp-30390,HoSnAu,True,3.668737913941729e-17,6.661334240153219,6.661334240153219,6.661334240153219,295.58587463832737,0.022000000000000002,-0.8454543066666661
mp-631526,SiBPb,True,3.842324368831203e-17,6.318597999999999,6.318597999999999,6.318597999999999,252.26800753069594,0.0,1.411171829027774
mp-631568,AlAgB,True,4.236294025200871e-17,5.692443999999999,5.692443999999999,5.692443999999999,184.45749254122978,0.0,0.8454208495333331
mp-1221621,MnAlIr,True,5.188378868883375e-17,5.9139539999999995,5.9139539999999995,5.9139539999999995,206.83966537689392,0.0,-0.20902768931034502
mp-1207094,MgCuPb,True,6.761875505776651e-17,6.401329999999999,6.401329999999999,6.401329999999999,262.3074643652325,0.0,-0.009511431666665
mp-962062,BaSrSn,True,6.845114244909492e-17,7.963562,7.963562,7.963562,505.03572108850875,0.0028000000000000004,-0.198036074999999
mp-961648,KBaP,True,7.020053629187604e-17,7.364686,7.364686,7.364686,399.45025718549766,1.1622,-0.23958089063095103
mp-631550,CaBiB,True,7.350632006080333e-17,6.905886,6.905886,6.905886,329.3504147353376,0.07779999999999901,0.849236478055549
mp-1207190,SmBiPd,True,7.424612730940664e-17,6.768947659999999,6.768947659999999,6.768947659999999,310.14406010856607,0.0,-1.060600278333334
mp-1206989,TbBiPt,True,7.456947298157921e-17,6.71037236,6.71037236,6.71037236,302.16200931274375,0.0,-1.188158791666666
mp-1207177,TbBiPd,True,7.464968394035376e-17,6.6959595400000005,6.6959595400000005,6.6959595400000005,300.2191993247102,0.0,-1.059290718333334
mp-961667,CaNiTe,True,7.467303722022775e-17,6.691772,6.691772,6.691772,299.65629545264295,0.0,-0.5062206288888881
mp-1206744,TmBiPd,True,7.503919517025028e-17,6.62662558,6.62662558,6.62662558,290.98948631575104,0.0,-1.015771948333333
mp-1206719,NdNiBi,True,7.521023469714313e-17,6.59651994,6.59651994,6.59651994,287.0414655112422,0.511899999999999,-0.6555433724999971
mp-961705,TiPtPb,True,7.65294881769468e-17,6.371052,6.371052,6.371052,258.60293484667767,0.0,-0.14813270055556402
mp-30457,LuNiBi,True,7.668111885143238e-17,6.3458804379047065,6.3458804379047065,6.3458804379047065,255.54986509591023,0.012699999999999,-0.71176266055555
mp-30796,NbSnRh,True,7.694478613391217e-17,6.302464,6.302464,6.302464,250.34050324245405,0.0,0.341956508333333
mp-961662,ZrNiGe,True,7.768651650371723e-17,6.18269,6.18269,6.18269,236.33737884475912,0.0,0.042624608333332
mp-961665,MgScGa,True,7.784063824732443e-17,6.47801,6.47801,6.47801,271.84718628846343,0.055400000000000005,-0.279399509166667
mp-631427,CuIrBr,True,7.876596362747842e-17,6.01439,6.01439,6.01439,217.5578502775675,0.0,1.000008725
mp-1100397,BaAuCl,True,7.937845584093486e-17,7.402416,7.402416,7.402416,405.62103007674546,1.9625999999999992,-1.427983426666666
mp-1100404,VAsRu,True,8.041164207966481e-17,5.770732,5.770732,5.770732,192.17315348390562,0.0,-0.167685217032522
mp-38194,YOF,True,8.281520991804021e-17,5.440621999999998,5.440621999999998,5.440621999999998,161.04441197178733,5.6328,-4.158211506666666
mp-12718,LiPrSn,True,8.292388375486461e-17,6.782964,6.782964,6.782964,312.0746817317602,0.0,-0.49752711333333305
mp-10623,ThSbRh,True,8.339088861086192e-17,6.707204948115119,6.707204948115119,6.707204948115119,301.7343341533557,0.7438,-1.1780022699999981
mp-631506,SrZrCo,True,8.426466744391073e-17,6.568825999999999,6.568825999999999,6.568825999999999,283.4413933864017,0.0,1.048716999444444
mp-568800,CdCuSb,True,8.430644068312986e-17,6.562318,6.562318,6.562318,282.59977740993526,0.0,0.14757317791666402
mp-961715,HfPtPb,True,8.44628767770282e-17,6.538032,6.538032,6.538032,279.4738164547088,0.0,0.08038587666666701
mp-961658,VFeSe,True,8.472587072368173e-17,5.574054,5.574054,5.574054,173.18629252787352,0.0,-0.313655224114583
mp-631423,TaPbBr,True,8.472587805683756e-17,6.787437999999999,6.787437999999999,6.787437999999999,312.6926165760856,0.0,1.162116339222223
mp-631405,ZrTcCl,True,8.472587805683756e-17,5.989231999999998,5.989231999999998,5.989231999999998,214.83914184828404,0.0,0.474628285416663
mp-1008680,TiGePt,True,8.472588050401738e-17,5.94834406,5.94834406,5.94834406,210.4690506950597,0.8822000000000001,-0.9806829755555521
mp-962068,CaMgSn,True,8.47258805040174e-17,7.019982,7.019982,7.019982,345.9457468652234,0.0,-0.286866849999999
mp-1100427,KNaSb,True,8.47258805040174e-17,7.653617366757472,7.653617366757472,7.653617366757472,448.3325173941318,0.0,-0.280357260000002
mp-571363,YbSbPd,True,8.477732449478018e-17,6.489621495441665,6.489621495441665,6.489621495441665,273.3116238397864,0.0,-1.226686474999998
mp-631356,NbOsPb,True,8.52912647498086e-17,6.411648,6.411648,6.411648,263.5779127977097,0.0,0.7682431844444391
mp-1100442,TiAuBr,True,8.532635190961846e-17,6.406375999999999,6.406375999999999,6.406375999999999,262.928263684025,0.0,0.253401070555555
mp-31456,HfSbRu,True,8.59178958484898e-17,6.318464,6.318464,6.318464,252.25195814942825,0.0,-0.5357222264035121
mp-510613,MnNiAs,True,8.622241076150629e-17,10.03826,10.03826,10.03826,1011.5219708340437,0.0,3.540748798189655
mp-1216641,TiSnRh,True,8.708904826107228e-17,6.149668299999999,6.149668299999999,6.149668299999999,232.57073986017264,0.0,-0.551326402777775
mp-961691,HfNiGe,True,8.72945520074567e-17,6.120748,6.120748,6.120748,229.30498594651192,0.0,0.023201186666663
mp-7575,LiZnN,True,8.757943511252217e-17,4.864794373012698,4.864794373012698,4.864794373012698,115.13131476469916,0.5187,-0.42346953347222105
mp-8003,SiCN,True,8.852935494067124e-17,4.760956,4.760956,4.760956,107.91517104867981,0.0,1.401718794480261
mp-631354,ReOsRu,True,8.875436733490929e-17,5.921057999999999,5.921057999999999,5.921057999999999,207.58594515468877,0.0,0.687556893444442
mp-1100422,VTeRu,True,8.887066647620529e-17,6.07678,6.07678,6.07678,224.39880566222976,0.0,-0.11468908555555501
mp-631394,CaZrPd,True,9.406345941590731e-17,6.6128,6.6128,6.6128,289.171950129152,0.0,0.768503563124999
mp-4262,BeAlB,True,9.709679327506893e-17,4.947308655166513,4.947308655166513,4.947308655166513,121.08964851371275,0.0,-0.052399171388889006
mp-1206955,ErBiPd,True,9.756108012760113e-17,6.860466,6.860466,6.860466,322.89464978997165,0.24699999999999903,-0.57748750277778
mp-961718,TiAsRh,True,9.889515157996688e-17,5.96127,5.96127,5.96127,211.84410213670037,0.0,-0.42897138694444403
mp-962075,SrMgSn,True,9.90125867658632e-17,7.612336,7.612336,7.612336,441.11705359048295,0.0,0.154483226666667
mp-631353,MnRePt,True,9.976030707964765e-17,5.8583219999999985,5.8583219999999985,5.8583219999999985,201.05723994859986,0.0,0.5821484698563211
mp-631296,KHfNi,True,1.0028728874874146e-16,6.492546,6.492546,6.492546,273.681288547102,0.0,1.9877720223333362
mp-631463,CuTcBi,True,1.0224506049983061e-16,6.246289999999999,6.246289999999999,6.246289999999999,243.70611740081011,0.0,0.6814291816666671
mp-631509,ZrBeCd,True,1.0256539757224702e-16,6.429024000000001,6.429024000000001,6.429024000000001,265.72666750706145,0.0,0.7948190983333341
mp-570014,YbSbPt,True,1.0259344604359048e-16,6.5009155321903505,6.5009155321903505,6.5009155321903505,274.7410600507786,0.0,-1.378672905000002
