material_id,formula_pretty,is_fit,rms_A,a_A,b_A,c_A,volume_A3,band_gap,formation_energy_per_atom
mp-697044,Ba2H6Os,True,4.0791869517928976e-16,8.09241568,8.09241568,8.09241568,529.9495756405452,1.9655,-0.517956494166666
mp-560562,Rb2CrF6,True,0.00016469939196859945,8.730508,8.730508,8.730508,665.4547722184273,0.0,-2.958415418333333
mp-697038,Ba2H6Ru,True,0.0004044827267483306,8.06730744,8.06730744,8.06730744,525.0320603978265,1.8699000000000001,-0.6514673119444451
mp-556417,Rb2NiF6,True,0.0011746795232392443,8.359146094859796,8.359146094859796,8.359146094859796,584.0980370204989,2.421599999999999,-2.389794803888885
mp-8812,Rb2GeF6,True,0.001270495800707207,8.442672238770031,8.442672238770031,8.442672238770031,601.7828243886051,5.975300000000001,-3.043178331111109
mp-560878,Rb2CoF6,True,0.0021169613535604154,5.879803842733882,5.879803842733882,8.555787626468494,295.791487470034,1.179,-2.481685928333333
mp-504729,Cs2PdF6,True,0.0024827577355370765,8.95277119533304,8.95277119533304,8.95277119533304,717.5835202389841,2.306499999999999,-2.32513731888889
mp-3042,K2SiF6,True,0.0031430920304282898,7.9818087644851685,7.9818087644851685,7.9818087644851685,508.5152188664789,7.2234,-3.425675350499996
mp-558111,Rb2MnF6,True,0.004518004387870899,8.41677132052934,8.41677132052934,8.41677132052934,596.2612460322867,3.3045,-2.9007038969923373
mp-1078746,Sr2FeH6,True,0.009325776178734183,7.415304499999998,7.415304499999998,7.415304499999998,407.7434267001273,1.3141999999999991,-0.618383489722221
mp-9262,Cs2PtF6,True,0.009972738252571533,8.98590295986331,8.98590295986331,8.98590295986331,725.5797820619249,2.814,-2.35794224
mp-1206438,Rb2CuF6,True,0.01040229389379606,8.388104086666667,8.388104086666667,8.388104086666667,590.1894375035782,0.0,-2.275893610555554
mp-1208154,Tl2VF6,True,0.011651140715660917,8.491119500000002,8.491119500000002,8.491119500000002,612.2021619383014,0.0,-2.614846212222223
mp-1209267,Rb2VF6,True,0.012023028653591547,8.4777417,8.4777417,8.4777417,609.3131359614592,0.0,-3.074937565
mp-1206546,Cs2AgF6,True,0.018360463908445878,8.983870293333332,8.983870293333332,8.983870293333332,725.0875016043784,0.0,-1.986505021666665
mp-28692,Cs2CuF6,True,0.018556571843817104,8.83985082,8.83985082,8.83985082,690.7721313083666,0.0,-2.1812346388888892
mp-1079126,Eu2FeH6,True,0.022164078954626812,7.269686440000001,7.269686440000001,7.269686440000001,384.19086747835377,0.07209999999999901,-0.6232069008333341
mp-1205772,Cs2MnCl6,True,0.022942849070260615,10.273339033333334,10.273339033333334,10.273339033333334,1084.263559128932,1.342299999999999,-1.696653019942529
mp-605034,K2NiF6,True,0.02355565266814073,8.002589366977142,8.002589366977142,8.002589366977142,512.4973193926849,2.3603,-2.384495597166662
mp-1206883,K2CoF6,True,0.02495702801052742,5.695227378872455,5.695227378872455,7.920952919999998,256.9209785308503,1.1713,-2.467351918277778
mp-1205769,W(NCl3)2,True,0.025132469387419202,10.335208,10.335208,10.335208,1103.9709975448093,0.0,0.41492775277777705
mp-557324,Cs2CrF6,True,0.025921915711800594,9.16179,9.16179,9.16179,769.0259571264033,0.0,-2.969485863256706
mp-27882,Cs2GeCl6,True,0.02673028804258655,10.339576803830944,10.339576803830944,10.339576803830944,1105.371570738454,2.215,-1.8067872082567011
mp-557912,Cs2MnF6,True,0.027035746237218803,8.908298688630381,8.908298688630381,8.908298688630381,706.9428567325742,3.3832,-2.909271344137932
mp-10492,Rb2SiF6,True,0.02779340657647165,8.353283371276094,8.353283371276094,8.353283371276094,582.8699196489886,6.9955,-3.432261107222219
mp-557397,K2MnF6,True,0.02853753293393459,8.069189182832147,8.069189182832147,8.069189182832147,525.3995457547895,3.3462,-2.888768716936781
mp-1079023,Si(NF3)2,True,0.028755909930973877,7.605118,7.605118,7.605118,439.86344439552767,0.0,-0.793237713333333
mp-1208169,Tl2CrF6,True,0.029030903186514984,8.43935,8.43935,8.43935,601.0726891774251,0.0,-2.436103412962965
mp-8217,Cs2GeF6,True,0.029276887349605863,8.925982339363998,8.925982339363998,8.925982339363998,711.161225531576,6.0336,-3.052358112701146
mp-5033,Tl2SiF6,True,0.029983916577692976,8.391392806325554,8.391392806325554,8.391392806325554,590.8838955166701,4.976,-2.836305280555557
mp-1211950,K2CrF6,True,0.030361160637593032,5.731023175884999,5.731023175884999,14.09560168944447,400.93925602689535,0.0,-2.881223944944444
mp-610706,Cs2CoF6,True,0.03044140520527505,6.270636456516821,6.270636456516821,15.293276997369615,520.7801621637223,0.0,-2.472950881034483
mp-690785,Na2H6Pt,True,0.030876728014004224,7.2586319,7.2586319,7.2586319,382.44088896033327,3.6156,-0.43719653361111105
mp-1206014,Cs2VCl6,True,0.031214004905043048,7.243924937228406,7.2605428298719525,10.385249178232142,546.2103866136234,0.0,-1.810474013888888
mp-24292,Sr2H6Ru,True,0.03191803580830773,7.59973554,7.59973554,7.59973554,438.93017596579284,2.236099999999999,-0.6912334919444441
mp-723393,Te(NCl3)2,True,0.03198303666508265,10.502862,10.502862,10.502862,1158.5718645413288,0.706199999999999,0.722678151249995
mp-643279,K2H6Pt,True,0.03220416359468292,8.1200411,8.1200411,8.1200411,535.3954577526692,3.9976000000000003,-0.48152943555555405
mp-1078677,Sr2H6Os,True,0.0325395205658231,7.624555660000001,7.624555660000001,7.624555660000001,443.24476752537004,2.4354,-0.6854521869444451
mp-1205766,Mo(NCl3)2,True,0.032810712444003035,10.22396,10.22396,10.22396,1068.703975851955,0.0,0.174625085555555
mp-689925,Cs2NiF6,True,0.033010230834947564,8.85947491077044,8.85947491077044,8.85947491077044,695.3828054450037,2.4357,-2.466306513333333
mp-23406,Cs2PtCl6,True,0.03305944653965146,10.338716168297802,10.338716168297802,10.338716168297802,1105.0955702155688,2.1146,-1.432955294999999
mp-1206568,Cs2PdCl6,True,0.03321441332718402,10.31617406,10.31617406,10.31617406,1097.8828057540393,1.3617,-1.368716757222222
